fileName,Longest Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
HashSetBench8.xlsx,CvS100:B42,2,0,2,0
Income Dashboard Excel File_Gaurav Topre.xlsx,Average:A1,10,0,5,0
Restart_Comparison.xlsx,Tahoe:J2,40,0,14,0
SFE1.xlsx,2:X6,3,0,2,0
JRC-IDEES-2015_Tertiary_DE.xlsx,AGR_ued:H18,12,0,3,0
CargoTrackingSystem_CallGraph.xlsx,Method:E1367,1,0,1,0
Data_Visualization_Exercises_COMPLETE.xlsx,Custom Pacing Chart:B2,180,2,90,2
Stock 23.04.20.xlsx,Smartphone Sales Report:C7,54,0,27,0
EPE.xlsx,Daily Charts:B368,365,2,1,2
All_CIG.xlsx,MCTS:G131,29,0,15,0
Analyzer_Testdata_v08.xlsx,Data:B1,31,0,2,0
output_combined.xlsx,Ensemble weekend:J2335,20,0,17,0
股票筹码研究20210714.xlsx,消费:C56,51,1,37,1
laravel-excel-nYLJ0VmTBqJddjMHEEKgu4Ioo5uNT6La.xlsx,CashFlow & Billing:C7,39,0,11,0
60604c9f26c1d.xlsx,Province:B19,1,0,1,0
ee37c321-71e2-48e5-9821-91de20ea7207_TESTExcel.xlsx,2. 채우기:D14,2,0,2,0
全家台中盟立自動.xlsx,估算:D2715,1,0,1,0
605f27b10f98f.xlsx,Province:B34,1,0,1,0
RETAIL PRICE LIST APRIL 2018.xlsx,RETAIL:D119,1,0,1,0
Input file US data - final.xlsx,ReservoirData:H7,1,0,1,0
地市新增核对表格 _20点02.xlsx,山东:G6,1,1,1,1
2010_Sweetwater_County_General_PbP.xlsx,Sheet1:AV8,1,0,1,0
relacao_geral_-_vodanet_-_09-10-2012.xlsx,Semanal:C2,11,0,8,0
Deducción Arrendamiento.xlsx,base_trabajo:I14,6,0,3,0
02-06-2018_104242Đề nghị mua của TPB theo danh sách từ ngày 16 - 31.01.2018-1.xlsx,Đề nghị mua hàng:D20,2,0,2,0
conditional formatting-1-with-guidelines.xlsx,Grades:C11,1,0,1,0
JMP_2020_WinS_EGY_Egypt.xlsx,Ladders:J29,5,0,1,0
Reltive and Absolute Post.xlsx,Final Summary Table:D45,12,0,2,0
191001_선물데이터_1틱.xlsx,풋매매_상방돌파:D1,50739,835,50739,877
monika_causholli__28265__Pulp Producers.xlsx,Indonesia:I12,18,0,15,0
snd36data.xlsx,Sheet1:M125,1,0,1,0
bird.xlsx,bird_list:C140,2,0,2,0
PredictorData2017.xlsx,Monthly:F1762,1,0,1,0
Giroux_Rey30x.xlsx,L1:H259,1,0,1,0
phillip_platter__31422__EES_Schedule.xlsx,day 2:G105,9,0,8,0
皓天工资1.1-1.31(2).xlsx,在职 (2):Y2,7,0,7,0
Monthly Data.xlsx,Sheet3:O39,59225,766,1,783
Oras2020_07.xlsx,Oras:H159,6,0,2,0
events.xlsx,Raw Event List:A2,505,5,499,5
Marseille entrées 1766.xlsx,Sortie:L952,3,0,2,0
December%2B24%2B2021%2BCOVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
20190204_RootCountryLegend.xlsx,RootCountryLegend:A58,164,1,1,1
Kickstarter_Challenge_Azcona_Pablo.xlsx,Outcomes Based on Goals:D8,4,0,1,0
20161110.xlsx,时期:M1006,10,0,6,0
全國訂單明細.xlsx,全國訂單明細:B541,1,0,1,0
darrell_schoolcraft__7786__imbalsumm0107.xlsx,NW:AA5,0,0,0,0
main-results.xlsx,data:I289,3,0,1,0
Stock 01.02.20.xlsx,Target & Achivement:AC8,0,0,0,0
xi086IOnSDGhWx4SynXg_StandardNormalDistribution-1569042786247.xlsx,PDF(ProbabilityDistributionFunc:S4,21,0,1,0
phillip_platter__31377__EES_Schedule.xlsx,day 2:H104,8,0,8,0
rivers_analysis.xlsx,Unique river bodies sewage:D2654,2,0,2,0
TP1.xlsx,Sheet30:B61,7,0,2,0
ILC Report_13-Jul-2018_132213.xlsx,Weekending_Cal:B4,103,1,1,1
Speed test (UK only) 3 speed fields.xlsx,Speed test (UK only) 3 speed fi:C45,3,0,3,0
xid可复制.xlsx,cid:G1658,1,0,1,0
2019-05-16-0804_crinodendron_hookerianum (1).xlsx,Measurements:C11,5610,84,1980,87
EBA Handoff Log_10252018.xlsx,EBA Handoff Log:I1,27,0,3,0
REMISIONES-- NOVIEMBRE        --- 2 0 1 6.xlsx,CENTRAL REMIS:BD1,0,0,0,0
compare-opt-noopt.xlsx,all_stats_noopt:H282,2,0,1,0
GL_Driver_Safety_Report_ferguson_20211019_202728.xlsx,Pivot Tables:C7,1,1,1,1
Copy of CalTest_final_testhomes_uncalibrated_final V2_AdditionalHomes_Leif.xlsx,Summary:D18,8,0,6,0
jonathan_mckay__16893__Rate 11 Balancing - John McKay.xlsx,Rate 11 Balancing:B42,23749,352,5822,365
Janssen.GLOBAL.KPI.PAC.Variables.xlsx,KPIs:C7,1,0,1,0
Ranking_2020-09-30.xlsx,avrange of n:K495,1,0,1,0
01.3.neuralnet_excel.xlsx,Circular v.1:CHE135,0,0,0,0
Paretodata.xlsx,data:G8,31,0,3,0
transfusion.xlsx,training normalized:E10,4006,51,1004,53
manualisasi fix.xlsx,Sheet1:I236,13634,192,1137,207
trade_data.xlsx,Trade Sheet:H10,3,0,2,0
Ivan Head Count Diciembre_2021.xlsx,NOV TURNOS:F16,7,0,7,0
MPTitle_ACM.xlsx,MPTitle_ACM_1:I39,30,1,1,1
gstorey__12009__pipe_eco.xlsx,AVGs:B2,50,0,1,0
8. final results.xlsx,Charts:D5,7,0,4,0
indice_nupe_v.4.xlsx,Exemplo_Valor_Mercado:E12,37,1,16,1
python_MRI_percentiled_testing.xlsx,Percentiled mean + MA:B4974,1,0,1,0
Titanium spreadsheet MkII - Copy.xlsx,ChemOffice1:J91,1,0,1,0
Adwords.xlsx,PPT BASE:B5,233,1,233,1
Chinese Phonetics new 9.xlsx,Sheet7:C1977,1,0,1,0
Elasticity of Power Plant Fuel Type Shifting wrt Fuel Price.xlsx,Calculations:B19,15,0,7,0
باردو.xlsx,المشاريع:A3,355,15,1,15
葛林布雷選股.xlsx,葛林布雷20161023:C36,28659,55612,11144,55628
stock_universe_2018_04_25.xlsx,Filter 3:P331,1,0,1,0
chris_dorland__1599__aga1.xlsx,Data:H11,61,1,8,1
tutosat_export_base_sv.xlsx,Bedömare:B213,1,0,1,0
Stock Market Results.xlsx,Sheet1:C5,172,1,153,1
RICRF Reporting Workbook v2.xlsx,Summary:I17,3,0,2,0
BLD3.xlsx,ZoneSummary:E29,11,0,4,0
FY17 Renewals Volume Tables.xlsx,TEMPLATE:L343,9,1,5,1
BankTermDepositMarketingAnalysis.xlsx,DAILY RANGE:C11,6,0,2,0
6. Cash Opname - Juni 2018.xlsx,22 Jun:L20,6,0,4,0
Kickstarter_End_Results_Analysis.xlsx,Bonus Analysis 1:D10,4,0,1,0
Veggie Soup.xlsx,1:B9,3,0,2,0
161 Ranking Comunal Educación.xlsx,SELECCIÓN PÚBLICA:A16,15512,308,9230,316
Permeance Calculation.xlsx,Perm. Pressure:C1,80,0,6,0
25974703_CYP2C19_frequency_table.xlsx,For CPIC V1:U10,5,0,2,0
VIL-2016-07.xlsx,JULY 19:Q14,12,0,6,0
Master_Sheet.xlsx,STOIIP:E8,9,0,7,0
NC_Biogas_Potential.xlsx,TOTAL:B6,11,0,2,0
Eagle River 2015 FINAL.xlsx,Cummulative:B4,132,1,4,1
MODELO 2.4.xlsx,RESUMEN:I9,7,0,4,0
NonTop.xlsx,Sheet 1:R8791,1,0,1,0
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021unor09.xlsx,Výskyt COVID-19 KRAJE:D9,9,0,7,0
Rancho cullen sheet.xlsx,Feb 2012:A9,27,0,1,0
AUTHOR_WDcorpus_tfidf.xlsx,Mapping:F44,3,0,2,0
migdal_2015_4_1304.xlsx,אג"ח קונצרני:Q76,82,1,12,1
肿瘤病院3月份住院明细.xlsx,尹晓然组:K7,3,0,3,0
FeatureEnvySmellRelationAnalysisOfkeras.xlsx,Analysis:I12,2,0,1,0
ACAP DG PH 7.6 31-03-21.xlsx,Dados planilhados:E751,3,0,1,0
355571ef-eea4-46a5-8d13-cba2c0f9d5a4.xlsx,Sheet1:BA5630,0,0,0,0
relacao_geral_-_vodanet_-_29-05-2013.xlsx,Faturamento:H391,195,1,1,2
book_43.xlsx,Sheet3:A1,48009,838,12002,869
Kickstarter Project.xlsx,Percentage table:D5,1,0,1,0
1cm_Fahrt_865_7.xlsx,Tabelle1:T76,3,0,1,0
Data_para_dibujar-RCP45.xlsx,Hoja1:E630,1,0,1,0
raw data - 160903_calcein@NU901andta@901_XRDData.xlsx,Sheet2:C85,1,0,1,0
Infiltration_Mohammed.xlsx,BaseLine:M13,77767,1512,2882,1567
Sling Service MasterAudio1222019.xlsx,Master List:C218,2,0,1,0
throughput_of_all.xlsx,throughput2:H3787,1,0,1,0
Copia de ViajesCientific@s_DEVELOPING_DEVELOPED.xlsx,dummy_output:J36,4,1,3,1
orgs_manual_coding_sample_am.xlsx,Sheet1:C422,1,0,1,0
02-Homework_01-Excel_Instructions_StarterBook.xlsx,Raw:I2740,1,0,1,0
Taylor_Greenhut_01_Excel_HW.xlsx,Bonus:D7,4,0,1,0
Regulated Inequity - Supporting Data for Figures and Exhibits.xlsx,Exhibit V - MM Model:B3,74,1,13,1
WS_Integration Test Case_v1.0_EN.xlsx,User_Function:D13,20,0,5,0
HW4_Team1_UniversalBank.xlsx,Question 4 & 5:T10,12,0,9,0
full_battery_user7.xlsx,full_battery_user7.csv:C19523,1511,11,3,11
Analyysi.xlsx,Sheet5:C7,2,0,1,0
TradeBlotterCDS.xlsx,CdsTrade:K1102,1,0,1,0
工作簿1-20181123094550304.xlsx,不良明细:CEA5,2,0,1,0
KNd896NEMrlZVabZXS4706dRMzqodzPwCt0iMcSL.xlsx,formato:D16,99,1,1,1
perfil_teca_v_sur_s.xlsx,incremental:K386,192,1,1,1
SALDO DEPOSITO2018_lama.xlsx,mar'18:J7,366,2,1,2
KickStarter Data & Charts.xlsx,Summary Data:F41,1534,34,9,34
laravel-excel-aAhTpH3tPgefTtEdBXM7hknOPIhhFMz9.xlsx,CashFlow & Billing:C7,39,0,11,0
MTH9814_Group6_HW2.xlsx,Exercise2:A5,17,1,7,1
Hefebellock (BLUE TILT).xlsx,Report:D41,4,0,2,0
exam1v2.xlsx,Problem 1:I23,15,0,7,0
laravel-excel-CvmaPna1ydZJO277CV4Y1D6tbW1A44SV.xlsx,CashFlow & Billing:C7,39,0,11,0
Kickstarter_Challenge.copy.xlsx,Outcomes Based on Goals:C6,4,0,1,0
Grants Results History Round over Round + Grant over Grant.xlsx,archived3:A42,12,0,2,0
60606be9396ab.xlsx,Province:B19,1,0,1,0
Khomo_2017.xlsx,incubation:F13,1,0,1,0
LLC-RESONANT-HALF-BRIDGE-CONVERTER-DESIGN-TOOL-FOR-FAN7688 - 760895751.xlsx,Sheet3:A7,205,1,103,1
Plantilla_Presupuesto_ABP_2016-17.xlsx.xlsx,PM:F20,61,0,20,0
expectedBenchmarkResults_UTPM.xlsx,UTPM13 (alert):I2,4,0,2,0
wmhealth_countydetail_20130415-1.xlsx,county_detail:AB715,0,0,0,0
MLB Pipeline.xlsx,Sheet1:B18,1,0,1,0
SEN14.xlsx,Sheet1:D37,4235,36,4232,38
states_health_ind.xlsx,2. Report:H4,1,0,1,0
工作簿1-20181122132351168.xlsx,不良明细:CEA5,2,0,1,0
2017_q1_oct.xlsx,September 2016:M2253,1,0,1,0
Mouse_Proteomics_95percent_Volcano.xlsx,th padj .25 nom .021:B41,1,0,1,0
OlympicAthletes_0.xlsx,OlympicAthletes:I251,1,0,1,0
ZBB_Harmonisation_OtZ1EbI.xlsx,Dropdown_List:N4,10,0,1,0
CarSales_Tables.xlsx,DateTable:A181,12,0,2,0
AMA Demand Supply from DW_with Notes.xlsx,2012 Agicuture:G3,2,0,1,0
한국어_연속적_대화_데이터셋.xlsx,Sheet1:D44,7,0,1,0
Regression.xlsx,Residual_Tests:M4,4000,6622,2001,6623
DePalma_Excel StarterBook.xlsx,Bonus:D5,4,0,1,0
changemyview.xlsx,Sheet0:A45,4,0,2,0
20200903_WeeklyBankniftyExpiry_Kirubakaran.xlsx,expiry trades:Q2,201,2,3,2
h9zhgzkt03.06.2018.xlsx,例:H73,2,1,2,1
Combined Packet Configurator (1.6.22).xlsx,Data Merge Templates:A2,2613,15,2613,16
T_1811_1820.xlsx,std:A2,119,0,1,0
Beamtastic - Workspace Calculator.xlsx,Extras:D39,213,2,7,2
营推表20210504.xlsx,总计(日):CY3,1,0,1,0
FORMATO_EVENTOS_MES_DE_DICIEMBRE_HERNANDO_PAZ.xlsx,RMI - ENERO 2017:AD28,0,0,0,0
이정인_퍼셉트론엑셀.xlsx,Sheet1:F3,83998,1211,12001,1267
WORLD.xlsx,Лист1:I5,7,0,2,0
tt.xlsx,Train result:C78,3,0,2,0
BSO - Client List updated 20 February 2017 (2).xlsx,2016:H18,19,0,8,0
SPD_20202.xlsx,Data:T14,6,0,3,0
job-promises20171017.xlsx,funding_plus_announce2017:AG86,0,0,0,0
Tonghoplinhkienthaythe.xlsx,TG102V:AB44,0,0,0,0
LouisvilleMetro_Covid-19_Data_January262021.xlsx,Mann-Kendall Trend Tests - BETA:A109,30,1,5,1
Plot2.xlsx,Sheet1:C3,1201,8,801,8
各県いわし_181004_カタクチ.xlsx,山口:W27,14,1,13,1
Petersfield_18_Test.xlsx,WyD:V36,17,0,3,0
ML_labeled.xlsx,listing2cleaned:AK11,0,0,0,0
WV_Lincoln.xlsx,AL_asphalt material:D44,787,9,334,9
Final_ERROR_for_software_v1.xlsx,NM-153Sm-EDTMP:T22,1,0,1,0
gitpw32.xlsx,by date:G191,1,0,1,0
exam2-Matheus.xlsx,Problem 2:N7,10,0,9,0
HCC44_150CPW_BenchmarksV1.1_Cell Cycle_CV_Avg_FC_Zscore_Z'_ValuesOnly.xlsx,Hcc44 CC2 Plate 1+2:JD44,1,0,1,0
NC_natural_gas_consumption_analysis.xlsx,Com HDD linear model:C20,35,0,15,0
kevin_hyatt__19604__Base Model 111601.xlsx,Pipeline Co BS:G101,89,1,12,1
specPH.2019.09.23_problemstart_1000.xlsx,pH sheet:Q3,5,0,3,0
SQTM- 2014.xlsx,TH:C13,2033,15,1,15
Multilateral - 32banks_40000txns - Final - Copy.xlsx,4banks 5000txn - elim templ:E5,10003,122,5002,127
工作簿1 - 副本-20181124100710017.xlsx,不良明细:CEA5,2,0,1,0
MCET-220 Exam 1 Review.xlsx,Problem 3:I13,17,0,7,0
KickstarterData.xlsx,Sheet5:D4,4,0,1,0
constraints_library.xlsx,Basic Parts:M20,1,0,1,0
Ann Nguyen_Excel_HW_01.xlsx,Bonus:D5,4,0,1,0
AMO43_rezultati_web_1.xlsx,5_kl:I531,1,0,1,0
Presupuesto_ABP_2016-17.xlsx.xlsx,PM:F20,61,1,20,1
Gabarit_StatistiquesDescriptives.xlsx,Calculs:C10050,490,5,1,5
Exercise2.xlsx,12:E12,32,1,7,1
BAU Guaranteed Dispatch Perc by Elec Source.xlsx,BGDPbES:B15,35,0,1,0
WIZ練習予定表H31(09).xlsx,フォーマット:A3,41,0,41,0
Davis SOVC_G2012.xlsx,SOVC_G2012:C6,326,3,38,3
Anno 2015.xlsx,Prezzi-Prices:B4715,3,0,2,0
WC_Temp_Loggers.xlsx,2016:A371,1,0,1,0
300-recommended.xlsx,sales data gen:S4,11997,157,5998,165
SchedulamaticAugB2010.xlsx,Classes:H32,10,0,6,0
2017dataset-excelbackup.xlsx,2017dataset:D423,1,0,1,0
MAM A4 SS PLD Trans 2015Q1 v1.xlsx,Field_Check:C73,1,0,1,0
WallStrecherData.xlsx,Sheet31:E79,2,0,2,0
Buckets and Operating Hours Template.xlsx,Bucket Summary Sheet:C61,1,0,1,0
BALANCE HERRADURA  SEPTIEMBRE         2015  .xlsx,MARZO 2015:L12,8,0,8,0
protein_coding_gene_vlookup.xlsx,genename:B6,18820,199,1,203
laravel-excel-zNSy02b37mRh1KfRBP4uvVE7MUm5tEzP.xlsx,ALL:A2162,50,0,1,0
Storage_dispatch_results_Test1___adj2.xlsx,Storage_dispatch_results_Test1:D102,19,0,10,0
MYmQ3IhyEztf65sodEUTMtY5hdKoIEQTNfxAGO19.xlsx,formato:D16,99,0,1,0
SAM-0.01 OR30x100-0.25_3 dataset analysis.xlsx,State026:L67,6,1,1,1
05-Regressao-Logistica-WILBER_LINHARES.xlsx,Analises - Parte 2:H43,1,0,1,0
ENTRA--AGOSTO     2 0 1 4.xlsx,PIERNA:I1,58,1,58,1
SolicitudGrafica_07_09_CO.xlsx,Solicitud gráfica:B10,298,3,298,3
crypto_valuations.xlsx,Watchlist:G52739,1,0,1,0
BASE MAESTRA 13 DE ENERO 2021.xlsx,ESTATUS BYD:B3,90,0,1,0
ghgp_data_2020.xlsx,Suppliers:R677,1,0,1,0
icbc_list_cos_2.xlsx,Sheet1:G9,10,0,5,0
S_141_164_09-09-08-46-52.xlsx,Form:I49,2,0,2,0
HFRI Indices 3.30.2015.xlsx,Indices:C147,2,0,1,0
Stock 11.06.20.xlsx,Smartphone Sales Report:C5,54,1,27,1
Known Distributions.xlsx,Fun with colors:C2,2000,13,1,14
M_transect_time_series.xlsx,transect_time_series:J601,1315,16,658,17
1641171841Patrick Kenney - Amazing Products Sold (SFBA) - $40K - Women's Apparel - 8_23_21.xlsx,Sheet1:D43,8,0,4,0
menora_2015_3_1144.xlsx,Sheet1:C5,22,0,1,0
18_19_ApprovedBudget_Nat.xlsx,ThisVsPublication:E22,3,0,3,0
KB08_FC_1-2_nachher.xlsx,Kf_Kozeny-Carman:D26,66,0,34,0
hunter_shively__12670__Nov_01 Volume Changes.xlsx,Nov 13:F13,1,0,1,0
DATA_NEW_MODEL.xlsx,MODEL:D252,91,1,4,1
ADEK produccion de polos personalizados.xlsx,Flujo_Deuda Frances 2:D8,195,3,42,3
Ranking_2020-11-13.xlsx,avrange of n:K495,1,0,1,0
DSSMN-BaoGia Dahua T12-2021.xlsx,SPEED DOME:E101,1,0,1,0
visualisations.xlsx,train_study:AG32707,0,0,0,0
MEI19.xlsx,08-05-2020:D20,1,0,1,0
Stock 10.12.19.xlsx,Final Stock:I24,9,0,5,0
工作簿1 - 副本-20181123094744273.xlsx,不良明细:CEA5,2,0,1,0
District_Dairy_Distances.xlsx,distance_matrix:N3,470,4,1,4
jim_schwieger__14352__TXRRC_STG.xlsx,Comparison to Prior Periods:G34,17,0,12,0
x3s4iqs9vc.06.2018.xlsx,例:H73,2,0,2,0
Aloha_TestCase-v1.4.xlsx,Test Report:I12,3,0,2,0
kto_hto.xlsx,кто-хто:B1005,1,0,1,0
RMI_noviembre_Genith_Salazar.xlsx,RMI - ENERO 2017:AE45,0,0,0,0
switching model.xlsx,Sheet1:A217,2,0,2,0
rh_timing.xlsx,PS SPI at FPGA:B4,21,0,10,0
Tio Cash Master 0260 Tapestry Thread.xlsx,0261 Tapestry Factors Big View:C65,1,0,1,0
BL Godown Stock Register  November'21.xlsx,22:D10,16,0,8,0
Base Bicentenario 2016-20 - Original 21.05.14.xlsx,2019-20 Recorrido Maipu:H125,5,0,5,0
FY21 Attendance Tracker_Final.xlsx,JUL:A2,299,1,1,1
Stock 20.02.2020.xlsx,Smartphone Sales Report:D4,40,1,20,1
realme stock 04.09.21.xlsx,Report:F5,7,0,5,0
CourseProject_Store_DataSet.xlsx,Store 10:E22,7,0,2,0
工作簿1 - 副本-20181124102621396.xlsx,不良明细:CEA5,2,0,1,0
3-2-2019.xlsx,Summary:B3,27,1,1,1
Public Node Doc - Balzor (clean).xlsx,Balzor's Node Chart:I22,6,0,3,0
StarterBook_solution.xlsx,Category Analysis:A3,11,0,4,0
feb21_base.xlsx,Dates:D1,147,1,5,1
salesDistinct.xlsx,FirstSaleDistinct:C9462,3,0,1,0
Dead volume calculation for adiabatic.xlsx,850:D1067,1,0,1,0
sports minus athletics and hockey.xlsx,Sheet1:I127,1,0,1,0
Hanging Pendulum Tests - Complied.xlsx,Hanging Pendulum Test - Trial 3:B2,2400,69,1200,69
Zoe-SCS-IL-MP2-1IP.xlsx,MP2-CCT:Q42,16,1,9,1
fb981b12-b3d2-4ae9-aa05-b92a1a39892b_TESTExcel.xlsx,2. 채우기:D14,2,0,2,0
Seyhan's Work.xlsx,CA 100%Sat HPF:R7,6,0,3,0
gpr_daily_latest.xlsx,Sheet1:D5481,12854,143,3,160
EDA_census.xlsx,Sheet1:A14,1,0,1,0
EIoF_CashFlow_NoStorage_MN.xlsx,Model:V2478,183,3,7,3
etnp2017-msms-summary.xlsx,SPIDER mods:B36,78,1,78,1
Project 3 - EDA-2.xlsx,Merged City Data:C4,1,0,1,0
base_de_datos_hechos_y_actores.xlsx,reporte_casos_20190219:AK837,0,0,0,0
Hospital_HR.xlsx,Account Mangaer:C11,1,0,1,0
Копия ТАГИ 2021_09_02.xlsx,Сводная:A3,13,0,3,0
dummy_base.xlsx,Schedule 2021:AW1,16,0,8,0
ReporteAuditoriaTelconet_v4 2019.xlsx,MovimientoFacturacion:AE45,0,0,0,0
BOM_Load Bank_Abizer.xlsx,BOM:E23,1,0,1,0
JRC-IDEES-2015_Residential_EL.xlsx,RES_hh_SLD:P178,7,0,6,0
StarterBook NH.xlsx,Sheet1:J884,1,0,1,0
Train_dataset.xlsx,Diuresis_TS:F6298,1,0,1,0
G-挂机关卡表.xlsx,挂机关卡表:T14,26,0,26,0
bad-spreadsheet-examples.xlsx,tarpexample:H25,1,0,1,0
2019-06-15-0919_persicaria_campanulata.xlsx,Measurements:C11,5610,78,1980,81
SiMP student data .xlsx,I-V_curve_old:F5,2,0,1,0
Budget Allocation FY 22 (1).xlsx,On campus:H455,27,0,12,0
robin_rodrigue__33358__IMCan_Gas_Bench.xlsx,GRMS Detail:AF42,0,0,0,0
Excel Project By Brian J 5-2021.xlsx,data:K1442,2,1,2,1
Real-Statistics-Math-Topics-Examples.xlsx,QR 1:A8,1177,33,532,33
Scripps_150_JR.xlsx,Assay Definition:S1384,1,0,1,0
60-5.xlsx,Load-Displacement:D41,917,45,305,45
CTC_Integration Test Case_v1.0_EN.xlsx,Test Report:G14,7,0,4,0
Favilli_2008.xlsx,fraction:Y15,1,0,1,0
Pyramid copy.xlsx,Sheet3:G143,12,0,1,0
Exploratory_random.xlsx,Calcs:A2081,20,1,1,1
工作簿1-20181122154759487.xlsx,不良明细:CEA5,2,0,1,0
COVID-19 w Polsce.xlsx,Wzrost:B3,2237,19,1056,20
Kosovo Daily COVID Numbers - Rebuild.xlsx,Regional:C18,3,0,2,0
Excel_2.xlsx,USUARIOS:E63,3,0,3,0
ScoreBoard Arduino Code.xlsx,Font 48x24 New:Z1,80,1,71,1
myodds_20212022_newleagues.xlsx,3way:G1497,13,0,2,0
Capacity_Compound_Training_Program.xlsx,肩背(82.5%):K4,3,0,3,0
Filtered_DCA_Legally_Operating_Businesses_08092021.xlsx,Pivot— Zip Code Counts:BK12,3,0,1,0
Precios_ene_pot_Dic_15.xlsx,Liquidacion por Dia:G47,5,0,3,0
2019tb.xlsx,2241:K50,6,0,4,0
bill_williams_iii__1409__EES October Daily.xlsx,blank:I31,3,0,3,1
MENNING.xlsx,June:A9,27,0,1,0
sortingPerfReport_withGraph.xlsx,Graph:C109,1,0,1,0
F3B_poly_Ul_Chart.xlsx,Лист3:AE182,5,0,2,0
COVID.xlsx,Sheet2:D29246,1,0,1,0
honest-mining-probabilities.xlsx,Scenario 2:C1,801,6,101,7
tests_random_confs_with_charts.xlsx,OriginalVersion:N90,1,0,1,0
relevance-judgements_processed.xlsx,query analysis:B2,39,0,1,0
SOM_sizes_all_Aus.xlsx,Gauss:B2,18,1,9,1
2019-03-10_Laohu_us_profit_income_year.xlsx,2019-03-10_Laohu_us_profit_inco:Z4633,2,0,1,0
ed_ut2013_2017_20181030.xlsx,Profile Summary Page:F52,14,0,7,0
Fact2Sheet_Corona_20200513.xlsx,Infections:B2,160,0,1,1
OilCropsAllTables.xlsx,tab6:G142,9,0,5,0
5335e00f1f81102_FEBRERO_PLANILLA_sistemas.xlsx,Escalas 10 y 11:G10,3,0,2,0
500krows.xlsx,500krows:I42244,1,0,1,0
relacao_geral_-_vodanet_-_25-08-2014.xlsx,Anatel:N1213,227,1,1,1
Kingdom Management.xlsx,Kingdom Stats:G19,6,0,5,0
FY18 Initial Budget Data.xlsx,SIg:B83,1,0,1,0
Annotators4_TermMatching-MasterSheet.xlsx,Annot4_Prepared:V6,1,0,1,0
semobj_neurocomp_sighted_visual_final_praxishid.xlsx,sub09:I71,30,0,6,0
Apps_2018_19.xlsx,Apps:G1385,1,0,1,0
ECB ACTIONS.xlsx,ACTIONS:G2,55,0,1,0
USEEIOv1.1_Satellite_Land.xlsx,Commercial & Mfg Bldgs & Sites:C104,105,1,105,1
Kickstarter-Challenge correct.xlsx,Kickstarter:I3689,2,0,1,0
Wykresy.xlsx,k = 50:A34,2,0,2,0
Stock PC 01-08-18.xlsx,01:D13,1,0,1,0
louise_kitchen__22729__0201MarginRequirements.xlsx,Template:G25,6,0,3,0
ds_2016_4_9491.xlsx,סכום נכסי הקרן:D14,2,0,2,0
CLM_ER_NA_g010pm_r100_Lm030__323__001.xlsx,CnFinal:BQ52,1,0,1,0
C3-W2-Final-Assessment.xlsx,Data:Q248,7,0,4,0
出入库仓库管理系统.xlsx,产品库存:F82,1,0,1,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-21%2BFebruary%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
17_analysis_TX16S_right_middle_aligned_stock_magnets_minus100digits.xlsx,Logged data:F3,7804,106,1,108
2019-06-15-0845_datisca_cannabina.xlsx,Measurements:C11,5610,84,1980,87
rcv_ep2.xlsx,rcv_ep2:E640,14951,301,8,313
COVID-19 US state policy database (CUSP).xlsx,State of Emergency:F7,1,0,1,0
Events Data Dictionary.xlsx,Heart Failure:D2,17,0,1,0
2018-1QC_molds_monthly_v2.xlsx,wieght_report:E34,5,0,4,0
CHKQA_V0.3_2016.xlsx,Seguimiento:B45,33,0,1,0
lang.xlsx,Merge(excl Management):D303,1,0,1,0
FOR15 - AUSENTISMO LABORAL.xlsx,INCAPACIDAD GENERAL:E231,4,0,2,0
TGFB top 100 log new fold change.xlsx,Significant FC Plus T Test:H337,3,1,2,1
DivyaNitinNaidu_Mealpal - Data Analyst Case.xlsx,Q1:D36,2243,89,5,90
Copy of Act_Peeler_QEP.xlsx,Survey Point:F3207,1,0,1,0
CDBGFY18calc.xlsx,Hawaii Counties :E13,14,0,10,0
mpg.xlsx,EVs:M51,9,0,9,0
GLofChewang2017.xlsx,GL:E38,3,0,3,0
LEITE_COMPOSICAO.xlsx,Plan1:C273,16,1,3,1
blocc2.91 17th Mar 16_35.xlsx,LocationAdj:K21,44,0,41,0
GLab_SC2_sequencing_data.xlsx,yale-N1-std-curve:J1,7992,82,5328,86
Final DZ Data - Mar 19.xlsx,Labels:C6794,239,1,1,2
Network Diagramms 1 Vaccination from 0 to 99 per cent 22 times calculated.xlsx,Tabelle1:B49,4,0,3,0
Asset allocating investor.xlsx,Leverage factor calculation:F16,79,0,12,0
AMF_Rating_feature(Clustering).xlsx,Sheet2:A97,1,0,1,0
darrell_schoolcraft__7325__imball0202.xlsx,NW:AB5,4,0,4,0
Districts who can meet at future circuit prices.xlsx,Summary:B5,2,0,1,0
TRN-MiniBlog_API_User_Update_Info_DetailedDesign-TuanNguyen.xlsx,Overview:C23,1,0,1,0
