fileName,Max Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
葛林布雷選股.xlsx,葛林布雷20161023:C591,28659,63634,11144,63651
stock_universe_2018_04_25.xlsx,Filter 3:O662,1,0,1,0
chris_dorland__1599__aga1.xlsx,Data:H10,61,1,8,1
tutosat_export_base_sv.xlsx,Examinander:C3,2,0,2,0
Stock Market Results.xlsx,Sheet1:D5,172,3,153,3
RICRF Reporting Workbook v2.xlsx,Summary:D15,3,0,3,0
BLD3.xlsx,ZoneSummary:E14,13,0,4,0
FY17 Renewals Volume Tables.xlsx,TEMPLATE:H336,9,1,5,1
BankTermDepositMarketingAnalysis.xlsx,DAILY RANGE:C4,6,0,3,0
6. Cash Opname - Juni 2018.xlsx,28 Mei :O19,7,0,5,0
Kickstarter_End_Results_Analysis.xlsx,Bonus Analysis 1:D11,4,0,1,0
Veggie Soup.xlsx,1:C12,5,0,4,0
161 Ranking Comunal Educación.xlsx,SELECCIÓN PÚBLICA:A19249,15512,300,9230,310
Permeance Calculation.xlsx,Perm. Pressure:C20,92,2,6,2
25974703_CYP2C19_frequency_table.xlsx,For CPIC V1:T92,5,0,2,0
VIL-2016-07.xlsx,JULY 19:Q15,12,0,6,0
Master_Sheet.xlsx,Well 1:I7,19508,415,19508,428
NC_Biogas_Potential.xlsx,TOTAL:B2,11,0,2,0
Eagle River 2015 FINAL.xlsx,Cummulative:B4,132,1,4,1
MODELO 2.4.xlsx,RESUMEN:P1,8,0,1,0
NonTop.xlsx,Sheet 1:R8344,1,0,1,0
03_IS_COVID19_DENNI_DATA_risk_vyvoj_2021unor09.xlsx,Výskyt COVID-19 KRAJE:D23,10,0,6,0
Rancho cullen sheet.xlsx,Feb 2012:A9,27,1,1,1
AUTHOR_WDcorpus_tfidf.xlsx,Mapping:F3129,3,0,2,0
migdal_2015_4_1304.xlsx,אג"ח קונצרני:Q24,82,1,12,1
肿瘤病院3月份住院明细.xlsx,尹晓然组:A10,3,0,3,0
FeatureEnvySmellRelationAnalysisOfkeras.xlsx,Analysis:I12,2,0,1,0
ACAP DG PH 7.6 31-03-21.xlsx,Dados sem e com ABAP:G2,45,1,15,1
355571ef-eea4-46a5-8d13-cba2c0f9d5a4.xlsx,Sheet1:AY5317,0,0,0,0
relacao_geral_-_vodanet_-_29-05-2013.xlsx,Faturamento:H391,195,1,1,1
book_43.xlsx,Sheet3:A1,48009,913,12002,946
Kickstarter Project.xlsx,Percentage table:F5,4,0,1,0
1cm_Fahrt_865_7.xlsx,Tabelle1:R31,3,0,1,0
Data_para_dibujar-RCP45.xlsx,Hoja1:F967,1,0,1,0
raw data - 160903_calcein@NU901andta@901_XRDData.xlsx,Sheet2:C342,1,0,1,0
Infiltration_Mohammed.xlsx,BaseLine:F3,77898,2252,2989,2309
Sling Service MasterAudio1222019.xlsx,Sheet1:D49,7,0,5,0
throughput_of_all.xlsx,throughput2:H855,1,0,1,0
Copia de ViajesCientific@s_DEVELOPING_DEVELOPED.xlsx,dummy_output:Z132,13748,164,6874,173
orgs_manual_coding_sample_am.xlsx,Sheet1:D415,1,0,1,0
02-Homework_01-Excel_Instructions_StarterBook.xlsx,Raw:N2105,2,0,1,0
Taylor_Greenhut_01_Excel_HW.xlsx,Bonus 2:E687,8,0,8,0
Regulated Inequity - Supporting Data for Figures and Exhibits.xlsx,Exhibit V - MM Model:B3,74,1,13,1
WS_Integration Test Case_v1.0_EN.xlsx,User_Function:B2,124,6,13,6
HW4_Team1_UniversalBank.xlsx,Question 4 & 5:Y18,26,1,15,1
full_battery_user7.xlsx,full_battery_user7.csv:C1569,8388,110,3,113
Analyysi.xlsx,Sheet5:E11,2,0,1,0
TradeBlotterCDS.xlsx,CdsTrade:B761,2,0,1,0
工作簿1-20181123094550304.xlsx,不良明细:CBJ5,2,0,1,0
KNd896NEMrlZVabZXS4706dRMzqodzPwCt0iMcSL.xlsx,formato:D16,99,1,1,1
perfil_teca_v_sur_s.xlsx,incremental:K962,192,1,1,1
SALDO DEPOSITO2018_lama.xlsx,mar'18:I8,369,3,3,3
KickStarter Data & Charts.xlsx,Summary Data:B85,2189,19,9,20
laravel-excel-aAhTpH3tPgefTtEdBXM7hknOPIhhFMz9.xlsx,Ammortization:K8,108,1,55,1
MTH9814_Group6_HW2.xlsx,Exercise6:B1,44,0,24,0
Hefebellock (BLUE TILT).xlsx,Report:D154714,4,0,2,0
exam1v2.xlsx,Problem 1:I23,15,0,7,0
laravel-excel-CvmaPna1ydZJO277CV4Y1D6tbW1A44SV.xlsx,Ammortization:K8,108,1,55,1
Kickstarter_Challenge.copy.xlsx,Outcomes Based on Goals:D3,4,0,1,0
Grants Results History Round over Round + Grant over Grant.xlsx,archived3:A720,12,0,2,0
60606be9396ab.xlsx,Province:A10,1,0,1,0
Khomo_2017.xlsx,incubation:F5,1,0,1,0
LLC-RESONANT-HALF-BRIDGE-CONVERTER-DESIGN-TOOL-FOR-FAN7688 - 760895751.xlsx,Sheet3:A7,205,1,103,2
Plantilla_Presupuesto_ABP_2016-17.xlsx.xlsx,PM:F33,103,1,31,1
expectedBenchmarkResults_UTPM.xlsx,UTPM7 (bench):N2,466,10,466,10
wmhealth_countydetail_20130415-1.xlsx,county_detail:AB180,0,0,0,0
MLB Pipeline.xlsx,Sheet1:C22,1,0,1,0
SEN14.xlsx,Sheet1:D2,4305,55,4302,58
states_health_ind.xlsx,2. Report:I3,2,0,1,0
工作簿1-20181122132351168.xlsx,不良明细:CBJ5,2,0,1,0
2017_q1_oct.xlsx,September 2016:M2302,1,0,1,0
Mouse_Proteomics_95percent_Volcano.xlsx,th padj .25 nom .021:C7,1,0,1,0
OlympicAthletes_0.xlsx,OlympicAthletes:G318,1,0,1,0
ZBB_Harmonisation_OtZ1EbI.xlsx,Dropdown_List:N4,10,0,1,0
CarSales_Tables.xlsx,DateTable:A463,12,0,2,0
AMA Demand Supply from DW_with Notes.xlsx,2012 Agicuture:G10,2,0,1,0
한국어_연속적_대화_데이터셋.xlsx,Sheet1:C10674,7,0,1,0
Regression.xlsx,Residual_Tests:M4,4000,7492,2001,7493
DePalma_Excel StarterBook.xlsx,Stats Table:F1127,4,0,1,0
changemyview.xlsx,Sheet0:A617,4,0,2,0
20200903_WeeklyBankniftyExpiry_Kirubakaran.xlsx,expiry trades:D3,597,4,591,5
h9zhgzkt03.06.2018.xlsx,例:D922,3,0,1,0
Combined Packet Configurator (1.6.22).xlsx,Data Merge Templates:A1,2613,15,2613,16
T_1811_1820.xlsx,std:L1,120,1,1,1
Beamtastic - Workspace Calculator.xlsx,Extras:E58,217,2,11,2
营推表20210504.xlsx,总计(日):CN98,1,0,1,0
FORMATO_EVENTOS_MES_DE_DICIEMBRE_HERNANDO_PAZ.xlsx,RMI - ENERO 2017:AE47,0,0,0,0
이정인_퍼셉트론엑셀.xlsx,Sheet1:F3,83998,1291,12001,1338
WORLD.xlsx,Лист1:I2,7,0,2,0
tt.xlsx,Test predictión:AB2,0,0,0,0
BSO - Client List updated 20 February 2017 (2).xlsx,List:E3,101,1,99,1
SPD_20202.xlsx,RPD:F20,6,0,6,0
job-promises20171017.xlsx,funding_plus_announce2017:AF66,0,0,0,0
Tonghoplinhkienthaythe.xlsx,NSHD:O13,3,0,3,0
LouisvilleMetro_Covid-19_Data_January262021.xlsx,Mann-Kendall Trend Tests - BETA:A91,30,1,5,1
Plot2.xlsx,Sheet1:C3,1201,7,801,8
各県いわし_181004_カタクチ.xlsx,マイワシ:B27,15,1,9,1
Petersfield_18_Test.xlsx,WyD:V146,17,0,3,0
ML_labeled.xlsx,listing2cleaned:AJ66085,0,0,0,0
WV_Lincoln.xlsx,AL_asphalt material:D26575,787,10,334,11
Final_ERROR_for_software_v1.xlsx,NM-153Sm-EDTMP:X16,1,0,1,0
gitpw32.xlsx,by date:D2627,1,0,1,0
exam2-Matheus.xlsx,Problem 3:D51,48,0,26,0
HCC44_150CPW_BenchmarksV1.1_Cell Cycle_CV_Avg_FC_Zscore_Z'_ValuesOnly.xlsx,Hcc44 CC2 Plate 1+2:DL660,0,0,0,0
NC_natural_gas_consumption_analysis.xlsx,Elec dummy only model:F10,108,1,51,1
kevin_hyatt__19604__Base Model 111601.xlsx,Unlev. Consolid:B11,233,4,26,4
specPH.2019.09.23_problemstart_1000.xlsx,pH sheet:K5,6,0,4,0
SQTM- 2014.xlsx,TH:E13,2035,19,3,19
Multilateral - 32banks_40000txns - Final - Copy.xlsx,4banks 5000txn - elim templ:E5,10003,76,5002,80
工作簿1 - 副本-20181124100710017.xlsx,不良明细:CBJ5,2,0,1,0
MCET-220 Exam 1 Review.xlsx,Problem 6:E35,18,0,16,0
KickstarterData.xlsx,Sheet5:C5,4,0,1,0
constraints_library.xlsx,Basic Parts:G14,1,0,1,0
Ann Nguyen_Excel_HW_01.xlsx,Bonus:B10,4,1,1,1
AMO43_rezultati_web_1.xlsx,5_kl:E56,1,0,1,0
Presupuesto_ABP_2016-17.xlsx.xlsx,PM:F29,103,2,31,2
Gabarit_StatistiquesDescriptives.xlsx,Calculs:B10014,7335,82,489,86
Exercise2.xlsx,14_d:O49,352,3,101,3
BAU Guaranteed Dispatch Perc by Elec Source.xlsx,BGDPbES:B15,35,1,1,1
WIZ練習予定表H31(09).xlsx,フォーマット:A3,41,1,41,1
Davis SOVC_G2012.xlsx,SOVC_G2012:B486,1092,11,12,12
Anno 2015.xlsx,Prezzi-Prices:B5575,3,0,2,0
WC_Temp_Loggers.xlsx,2016:A181,1,0,1,0
300-recommended.xlsx,sales data gen:U267,11997,167,5998,174
SchedulamaticAugB2010.xlsx,Classes:F123,623,10,178,10
2017dataset-excelbackup.xlsx,2017dataset:D585,1,0,1,0
MAM A4 SS PLD Trans 2015Q1 v1.xlsx,Field_Check:C109,1,0,1,0
WallStrecherData.xlsx,Sheet31:E90,2,0,2,0
Buckets and Operating Hours Template.xlsx,Bucket Summary Sheet:C33,1,0,1,0
BALANCE HERRADURA  SEPTIEMBRE         2015  .xlsx,SEPTIEMBRE  2 0 1  5:Z15,9,0,9,0
protein_coding_gene_vlookup.xlsx,genename:A780,18820,257,1,263
laravel-excel-zNSy02b37mRh1KfRBP4uvVE7MUm5tEzP.xlsx,ALL:A2162,50,0,1,0
Storage_dispatch_results_Test1___adj2.xlsx,Storage_dispatch_results_Test1:D99,19,0,10,0
MYmQ3IhyEztf65sodEUTMtY5hdKoIEQTNfxAGO19.xlsx,formato:D16,99,0,1,0
SAM-0.01 OR30x100-0.25_3 dataset analysis.xlsx,State026:B88,6,0,1,0
05-Regressao-Logistica-WILBER_LINHARES.xlsx,Credit_Score:L232,5,0,1,0
ENTRA--AGOSTO     2 0 1 4.xlsx,PIERNA:I1,58,1,58,1
SolicitudGrafica_07_09_CO.xlsx,Solicitud gráfica:G4,299,3,299,3
crypto_valuations.xlsx,Watchlist:H54661,2,0,1,0
BASE MAESTRA 13 DE ENERO 2021.xlsx,VINCULADOS:AC4,0,0,0,0
ghgp_data_2020.xlsx,Suppliers:N329,1,0,1,0
icbc_list_cos_2.xlsx,Sheet1:G9,10,0,5,0
S_141_164_09-09-08-46-52.xlsx,Form:F11450,3,0,3,0
HFRI Indices 3.30.2015.xlsx,Indices:BB34,0,0,0,0
Stock 11.06.20.xlsx,Target & Achivement:D13,54,1,27,1
Known Distributions.xlsx,Fun with colors:C4004,2000,14,1,14
M_transect_time_series.xlsx,transect_time_series:AB601,0,0,0,0
1641171841Patrick Kenney - Amazing Products Sold (SFBA) - $40K - Women's Apparel - 8_23_21.xlsx,Sheet1:D511,8,0,4,0
menora_2015_3_1144.xlsx,אג"ח קונצרני:Q47,257,3,17,4
18_19_ApprovedBudget_Nat.xlsx,ThisVsPublication:G15,3,0,3,0
KB08_FC_1-2_nachher.xlsx,Berechnung_Yu&Stand:DT14,115934,35895,970,35995
hunter_shively__12670__Nov_01 Volume Changes.xlsx,Nov 13:I5,1,0,1,0
DATA_NEW_MODEL.xlsx,MODEL:D73,767,14,142,14
ADEK produccion de polos personalizados.xlsx,Estudio ADEK:D23,430,4,161,4
Ranking_2020-11-13.xlsx,avrange of n:AG973,1,0,1,0
DSSMN-BaoGia Dahua T12-2021.xlsx,SPEED DOME:E34,1,0,1,0
visualisations.xlsx,Sheet1 (3):A3,32,0,32,0
MEI19.xlsx,08-05-2020:E18,1,0,1,0
Stock 10.12.19.xlsx,Final Stock:E65,9,0,6,0
工作簿1 - 副本-20181123094744273.xlsx,不良明细:CBJ5,2,0,1,0
District_Dairy_Distances.xlsx,distance_matrix:T2,470,5,1,5
jim_schwieger__14352__TXRRC_STG.xlsx,Comparison to Prior Periods:G12,17,1,12,1
x3s4iqs9vc.06.2018.xlsx,例:D922,3,0,1,0
Aloha_TestCase-v1.4.xlsx,GUI:B2,74,0,17,0
kto_hto.xlsx,кто-хто:B558,1,0,1,0
RMI_noviembre_Genith_Salazar.xlsx,RMI - ENERO 2017:AD45,0,0,0,0
switching model.xlsx,Sheet1:A147,2,0,2,0
rh_timing.xlsx,PL SPI at FPGA:H4,28,0,15,0
Tio Cash Master 0260 Tapestry Thread.xlsx,0261 Tapestry Factors Big View:C101,1,0,1,0
BL Godown Stock Register  November'21.xlsx,22:E10,17,0,7,0
Base Bicentenario 2016-20 - Original 21.05.14.xlsx,2019-20 Recorrido Maipu:F466,5,0,5,0
FY21 Attendance Tracker_Final.xlsx,JUL:A2,299,1,1,1
Stock 20.02.2020.xlsx,Smartphone Sales Report:C5,54,1,27,1
realme stock 04.09.21.xlsx,Report:E6,7,1,5,1
CourseProject_Store_DataSet.xlsx,Top Selling Products:A50,60,1,41,1
工作簿1 - 副本-20181124102621396.xlsx,不良明细:CBJ5,2,0,1,0
3-2-2019.xlsx,Summary:B3,27,0,1,0
Public Node Doc - Balzor (clean).xlsx,Balzor's Node Chart:B185,50,0,20,0
StarterBook_solution.xlsx,Category Analysis:A3,11,0,4,0
feb21_base.xlsx,Dates:D1,147,1,5,1
salesDistinct.xlsx,FirstSaleDistinct:B254,3,0,1,0
Dead volume calculation for adiabatic.xlsx,850:F2028,1,0,1,0
sports minus athletics and hockey.xlsx,Sheet1:I641,1,0,1,0
Hanging Pendulum Tests - Complied.xlsx,Hanging Pendulum Test - Trial 3:B2,2400,17,1200,18
Zoe-SCS-IL-MP2-1IP.xlsx,MP2-ACCT:L5,29,0,15,0
fb981b12-b3d2-4ae9-aa05-b92a1a39892b_TESTExcel.xlsx,3. 나누기:C56,4,0,1,0
Seyhan's Work.xlsx,CA 100%Sat HPF:B3,6,0,4,0
gpr_daily_latest.xlsx,Sheet1:C6317,12856,145,3,148
EDA_census.xlsx,Sheet1:A4,1,0,1,0
EIoF_CashFlow_NoStorage_MN.xlsx,Assumptions (NG):X190,7595,718,245,720
etnp2017-msms-summary.xlsx,SPIDER mods:F354119,78,2,78,2
Project 3 - EDA-2.xlsx,Copy of DataExport_2020:N1,5456,54,1,55
base_de_datos_hechos_y_actores.xlsx,reporte_casos_20190219:AK38,0,0,0,0
Hospital_HR.xlsx,Account Mangaer:C6,1,0,1,0
Копия ТАГИ 2021_09_02.xlsx,Сводная:A3,13,0,3,0
dummy_base.xlsx,Role List:K74,414,4,207,4
ReporteAuditoriaTelconet_v4 2019.xlsx,MovimientoFacturacion:Y30754,6,0,5,0
BOM_Load Bank_Abizer.xlsx,BOM:E13,1,0,1,0
JRC-IDEES-2015_Residential_EL.xlsx,RES_summary:O6,61,0,12,1
StarterBook NH.xlsx,Sheet1:N1979,2,0,1,0
Train_dataset.xlsx,Diuresis_TS:F7259,1,0,1,0
G-挂机关卡表.xlsx,草稿:W62,7301,137,1,139
bad-spreadsheet-examples.xlsx,tarpexample:H11,1,0,1,0
2019-06-15-0919_persicaria_campanulata.xlsx,Measurements:E13,6600,121,1650,124
SiMP student data .xlsx,I-V_curve_old:H1,14,0,7,0
Budget Allocation FY 22 (1).xlsx,On campus:H455,27,0,12,0
robin_rodrigue__33358__IMCan_Gas_Bench.xlsx,GRMS Detail:AE27,1,0,1,0
Excel Project By Brian J 5-2021.xlsx,Bonus Satisitcal Analysis:B35,6,0,6,0
Real-Statistics-Math-Topics-Examples.xlsx,Varimax 1:C11,8878,522,3170,527
Scripps_150_JR.xlsx,Assay Definition:A586,2,1,1,1
60-5.xlsx,Load-Displacement:D25214,917,13,305,14
CTC_Integration Test Case_v1.0_EN.xlsx,Admin:B2,98,1,12,1
Favilli_2008.xlsx,fraction:Y5,1,0,1,0
Pyramid copy.xlsx,Pyramid:A4,830,8,830,9
Exploratory_random.xlsx,Calcs:A13557,20,0,1,0
工作簿1-20181122154759487.xlsx,不良明细:CBJ5,2,0,1,0
COVID-19 w Polsce.xlsx,Wzrost w województwach:B24,2476,30,16,32
Kosovo Daily COVID Numbers - Rebuild.xlsx,Raw Data:D2,473,4,471,4
Excel_2.xlsx,UBICACIÓN:B4,22,0,2,0
ScoreBoard Arduino Code.xlsx,Defines III:A18,389,3,197,3
myodds_20212022_newleagues.xlsx,3way:G804,13,0,2,0
Capacity_Compound_Training_Program.xlsx,基础数据:C6,10,0,6,0
Filtered_DCA_Legally_Operating_Businesses_08092021.xlsx,Pivot— Zip Code Counts:DD9,3,0,2,0
Precios_ene_pot_Dic_15.xlsx,Liquidacion por Dia:Y41,64,123,32,123
2019tb.xlsx,2241:L58,6,0,5,0
bill_williams_iii__1409__EES October Daily.xlsx,blank:H13,3,0,3,0
MENNING.xlsx,April:K6,33,1,2,1
sortingPerfReport_withGraph.xlsx,Graph:C77,1,0,1,0
F3B_poly_Ul_Chart.xlsx,Лист3:V60,6,0,1,0
COVID.xlsx,Sheet2:H31168,1,0,1,0
honest-mining-probabilities.xlsx,Scenario 3:B1,1200,9,100,10
tests_random_confs_with_charts.xlsx,OriginalVersion:F47,1,0,1,0
relevance-judgements_processed.xlsx,query analysis:B2,39,0,1,0
SOM_sizes_all_Aus.xlsx,Gauss:B2,18,0,9,0
2019-03-10_Laohu_us_profit_income_year.xlsx,2019-03-10_Laohu_us_profit_inco:R3576,2,0,1,0
ed_ut2013_2017_20181030.xlsx,Profile Summary Page:D59,14,0,6,0
Fact2Sheet_Corona_20200513.xlsx,Dashboard:B2,1412,40,21,41
OilCropsAllTables.xlsx,tab6:C147,12,0,7,0
5335e00f1f81102_FEBRERO_PLANILLA_sistemas.xlsx,Escalas 10 y 11:F34,4,0,3,0
500krows.xlsx,500krows:C48971,1,0,1,0
relacao_geral_-_vodanet_-_25-08-2014.xlsx,Anatel:N1213,227,1,1,1
Kingdom Management.xlsx,Kingdom Stats:B29,9,0,2,0
FY18 Initial Budget Data.xlsx,SIg:F18,1,0,1,0
Annotators4_TermMatching-MasterSheet.xlsx,Annot4_Prepared:G128,2,0,2,0
semobj_neurocomp_sighted_visual_final_praxishid.xlsx,Total-Smoothed:B26,141,3,8,3
Apps_2018_19.xlsx,Apps:G1290,1,0,1,0
ECB ACTIONS.xlsx,Announcements:A2,1198,10,3,10
USEEIOv1.1_Satellite_Land.xlsx,Corr_Activity_Land_to_EPA:E617,1630,19,3,19
Kickstarter-Challenge correct.xlsx,Outcomes Based On Goals:D12,5,0,2,0
Wykresy.xlsx,k = 50:E647,2,0,2,0
Stock PC 01-08-18.xlsx,01:F7,1,0,1,0
louise_kitchen__22729__0201MarginRequirements.xlsx,Template:B16,7,0,7,0
ds_2016_4_9491.xlsx,סכום נכסי הקרן:D14,2,1,2,1
CLM_ER_NA_g010pm_r100_Lm030__323__001.xlsx,CpmFilter:CV1,0,0,0,0
C3-W2-Final-Assessment.xlsx,Data:Q233,7,0,4,0
出入库仓库管理系统.xlsx,产品库存:F281,1,0,1,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-21%2BFebruary%2B2021.xlsx,Table 4 - Delayed Discharges:B116831,251,2,1,2
17_analysis_TX16S_right_middle_aligned_stock_magnets_minus100digits.xlsx,Logged data:H3832,1,0,1,0
2019-06-15-0845_datisca_cannabina.xlsx,Measurements:E13,6600,105,1650,109
rcv_ep2.xlsx,rcv_ep2:BGJ123,8,0,3,0
COVID-19 US state policy database (CUSP).xlsx,Face Masks:V2,3,0,2,0
Events Data Dictionary.xlsx,Heart Failure:D2,17,0,1,0
2018-1QC_molds_monthly_v2.xlsx,wieght_report:E45,5,0,4,0
CHKQA_V0.3_2016.xlsx,Seguimiento:B45,33,0,1,0
lang.xlsx,Merge(excl Management):E646,2,0,1,0
FOR15 - AUSENTISMO LABORAL.xlsx,INCAPACIDAD GENERAL:E80,7,0,3,0
TGFB top 100 log new fold change.xlsx,TGFB top 100 log:D383,4,0,3,0
DivyaNitinNaidu_Mealpal - Data Analyst Case.xlsx,Q1:D185,2243,72,5,72
Copy of Act_Peeler_QEP.xlsx,Survey Point:E5129,1,0,1,0
CDBGFY18calc.xlsx,reallocations and reductions:I9,39,0,3,0
mpg.xlsx,PHEV:M67,10,0,10,0
GLofChewang2017.xlsx,管理费用GL:B28,7640,79,3,81
LEITE_COMPOSICAO.xlsx,Plan1:Q788,16,0,3,0
blocc2.91 17th Mar 16_35.xlsx,LocationAdj:K22,46,1,41,1
GLab_SC2_sequencing_data.xlsx,yale-N1-std-curve:J2,7992,81,5328,86
Final DZ Data - Mar 19.xlsx,Labels:C3999,746,6,1,6
Network Diagramms 1 Vaccination from 0 to 99 per cent 22 times calculated.xlsx,Tabelle1:AP31,3,0,3,0
Asset allocating investor.xlsx,Leverage factor calculation:G3,84,1,9,1
AMF_Rating_feature(Clustering).xlsx,Sheet2:A85,1,0,1,0
darrell_schoolcraft__7325__imball0202.xlsx,by type_area:G4,73,0,72,0
Districts who can meet at future circuit prices.xlsx,Summary:D12,2,0,1,0
TRN-MiniBlog_API_User_Update_Info_DetailedDesign-TuanNguyen.xlsx,Overview:C23,1,0,1,0
lstm_feature_target.xlsx,Sheet1:E7954,2,0,1,0
CompanyIDs for SQL.xlsx,Master:L962722,14208,193,3552,207
courier.xlsx,segments:B171,1,0,1,0
供应商模板.xlsx,Sheet1:K89,2,0,2,0
吴银琳要求 吊带背包数据 sling backpack.xlsx,Sheet1:A60,1,0,1,0
2019-06-22-0900_trochodendron_araliodes.xlsx,Measurements:C13,6600,117,1650,120
Conditional Formatting Samples.xlsx,Mountains:C23,6,0,1,0
square sizes.xlsx,debt sizes:B8,6,0,4,0
Copy of SCHEDULINGSHEET2017.xlsx,Averages - Week:I23,2,0,2,0
T_1801_1810.xlsx,std:L1,120,0,1,0
2019-05-09-1029_dryopteris_goldiana.xlsx,Measurements:E13,6600,161,1650,164
Băng dính sạch.xlsx,YC MH TÚI BÓNG (3):G114,6,0,6,0
EOY2015_Soumya Kavi_Spandana_Grade3_28March.xlsx,Grammar Output:U2,85,0,1,0
SimTest.xlsx,Sheet2:E5,431,14,186,14
陈骏扬_2187_1.xlsx,Sheet1:D211,3,0,2,0
Sales Report VIRGIN MEGASTORE UAE - Aug.xlsx,Weekly-VMS-QTY:E85,32,0,32,0
lisa_gang__22345__EES_Schedule.xlsx,EES-Schedule day 1:G11,14,0,14,0
idp_flowdata_july_2018_finalshare.xlsx,Summarysince2016:S11,8,0,7,0
ejemplo.xlsx,datos sap:B21719,1,0,1,0
A 20160929 GTA产品定价信息汇总表（总表）.xlsx,GTA产品&定价信息表（不含代理硬件）:X461,3,0,2,0
louise_kitchen__24242__JulYTD Orig w notes.xlsx,All Originators by Value:G46,152,2,3,2
StarterBook_Booth.xlsx,Sheet1:E1243,2,0,1,0
RMS-RA数据核对2017-03-19.xlsx,RMS-RA数据核对:E17,7,0,5,0
exam3.xlsx,Master Answer Key:D104,3,0,3,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B8%2BMarch%2B2021.xlsx,Table 4 - Delayed Discharges:B117393,251,3,1,3
GL_Driver_Safety_Report_ferguson_20211019_172429.xlsx,Report:Y5,2217,19,1,20
SPD_2020_hsl_import3.xlsx,RPD:N4,32,0,23,0
Revenue Data.xlsx,Income Statement:C27,15,1,9,1
task_27_13.xlsx,B:B42939,7,1,3,1
p3_data_binned5.xlsx,0mpa:AM290226,0,0,0,0
pick list1506.xlsx,sy:C89,4,0,3,0
Spreadsheets_Exercises_Solutions.xlsx,CorrTest:F10,7032,130,1,132
Results_APP.xlsx,alp04:O43,9,0,8,0
riddler_classic_20200228.xlsx,sim:A5905,18,0,2,0
CompletedTable.xlsx,Bonus:B3,4,0,1,0
StarterBook_excel.xlsx,Bonus Work:D8,4,0,1,0
Fact2Sheet_Corona_20200520.xlsx,LastWeek:BF203,2740,4524,996,4525
projet_incubO_fragilite_numerique_SGAR_Occitanie.xlsx,2.Points:G353,1,0,1,0
106141273_CDM_All_2019.xlsx,Revenue:B5,2,0,2,0
Stock 17.11.19.xlsx,Final Stock:E65,9,0,6,0
aggregates_to_indicators.xlsx,subscriber_density:C79,3,0,1,0
SL_hw_week1.xlsx,Sheet7:D9,4,0,1,0
111 - 112 - 15.xlsx,Q11-VND:I12,681,5,3,5
Kvoth Character Sheet Version FF01.0.xlsx,Config:A145,12,0,2,0
Svod_2020_g.xlsx,Лист2:A1,424,2,1,2
newcims.xlsx,07-Компонент:A2,81,1,81,1
Matrix normalized_def.xlsx,totalcell:J123,3,0,2,0
Trainings.xlsx,Jan 18:C4,5,0,5,0
amitim_2016_3_279.xlsx,לא סחיר - קרנות השקעה:F145,3,0,2,0
Pipeline_3.xlsx,Mean - Local Gradients:H22,3,0,2,0
WPS公式函数、图表和常用技巧1.xlsx,4:C4,122,1,15,1
zammo_0.xlsx,Percentiles:B2,6064,315,79,318
20190520 150644 SmartCut 效益.xlsx,多點斷筋:W490004,12,1,3,1
ADL.xlsx,Y-accel:M163,1,0,1,0
Stock 09.02.2020.xlsx,Smartphone Sales Report:C5,54,1,27,1
Trumbore_1999.xlsx,layer:J4,1,0,1,0
GRIPS Bundle Sequence.xlsx,B:B6,159,3,4,3
taeyoonchoi_com.xlsx,Urban Prog:D2,1,0,1,0
Stock 26.11.19.xlsx,Final Stock:E65,9,0,6,0
В12УВ_03_20160111 full.xlsx,Фильтр. Сигналы2:H2,5253,43,1,44
p8802_0218.xlsx,מניות:L11,191,2,5,2
funds selection.xlsx,our_portfolio_sectors:C6,10,0,1,0
AIY dauers CO2.xlsx,6033:F150,379,13,376,13
Test_Data_Die_Cut_NB.xlsx,Clean Sheet Wire Cable  :AJ21,0,0,0,0
MyVA311_Report_Aug.xlsx,LookUp:B7,63,0,1,0
TMC5160_Calculations.xlsx,Microstep Table:C10,1799,369,518,370
JULIAN_ARANA.xlsx,RMI_FEB_2017:R37,3,0,3,0
2.FinalBook.xlsx,Sheet1:E2139,2,0,1,0
myodds_history_20212022_new_leagues_decisionmodel.xlsx,OV-UN model DIVS:C9,15,0,11,0
seedtrades1.xlsx,Sheet1:I21,1,0,1,0
merged_tagging_table_v1.xlsx,Merged strategies - 0201 (2):AT236,0,0,0,0
02_IS_COVID19_SOUHRN_risk_2021leden30.xlsx,Mapa_kraje_vyvoj:B2,36,0,6,0
vstoxx_march_2014.xlsx,VSTOXX Futures:F462,1,0,1,0
skilllevel.xlsx,skillLevel:L5,7837,4924,7363,4928
Hsearch_Final_partitial.xlsx,Точность:B11,10,0,5,0
2021-09-19.xlsx,19SEP:C3,16,0,2,0
SolicitudGrafica_LE_08_02_REC140.xlsx,Solicitud gráfica:G4,299,3,299,3
MJ_iTradeWin_Cross Browser_Test Report116.xlsx,Graphical Summary:C2,8,0,2,0
Kickstarter Excel.xlsx,Bonus:B7,4,0,1,0
Chi-Squared- Churn Investigation Bank.xlsx,Country:B6,15,0,7,1
0402.xlsx,Sheet2:B26,1,0,1,0
